backend   |  
backend   |       INFO   Will watch for changes in these directories: ['/app']
backend   |       INFO   Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
backend   |       INFO   Started reloader process [100] using WatchFiles
backend   | 2025-07-14 02:37:48.240 | DEBUG    | backend.src.core.profiler:__init__:64 - Profiler inicializado. Directorio de salida: 'performance'.
backend   | 2025-07-14 02:41:05 | DEBUG    | backend.src.infrastructure.openai:client:148 - 🔍 Accediendo a cliente de OpenAI
backend   | 2025-07-14 02:41:05 | INFO     | backend.src.infrastructure.openai:get_text_embedding:294 - ✅ Embedding generado (dim=1536)
backend   | 2025-07-14 02:41:05 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [openai_get_text_embedding] Métricas recogidas: tiempo=0.3838s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=7926
backend   | 2025-07-14 02:41:05 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/openai_get_text_embedding.json
backend   | 2025-07-14 02:41:05 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: openai_get_text_embedding. Tiempo: 0.384s, Memoria pico: 175.60MB, Llamadas: 7926
backend   | 2025-07-14 02:41:05 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:245 - Embedding de consulta generado. Longitud: 1536.
backend   | 2025-07-14 02:41:05 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:252 - Configurando búsqueda vectorial con 3 vecinos más cercanos.
backend   | 2025-07-14 02:41:06 | SUCCESS  | backend.src.infrastructure.searchai:hybrid_search:277 - 🔍✅ Búsqueda híbrida completada. Se devolvieron 3 resultados.
backend   | 2025-07-14 02:41:06 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:280 - IDs de resultados obtenidos: ['fnGcPGYyFMpWnM0S9y7cgzgIciUdYIsTOy1gVOEQ', 'JNYbdfpWKomuO6dytK_oykXJn58Bi0Nh0psvnNDO', 'gDFwNAe5yIjLVQLkzIsEc8UAWthpoufNwlYdbhX-']...
backend   | 2025-07-14 02:41:06 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [searchai_hybrid_search] Métricas recogidas: tiempo=0.9356s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=583
backend   | 2025-07-14 02:41:06 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/searchai_hybrid_search.json
backend   | 2025-07-14 02:41:06 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: searchai_hybrid_search. Tiempo: 0.936s, Memoria pico: 175.60MB, Llamadas: 583
backend   | 2025-07-14 02:41:06 | DEBUG    | backend.src.orchestrator.tools.pdf_content:tool_pdf_search:96 - 🟠 [tool_pdf_search] Respuesta raw de SearchAI: [{'content': 'LÁMINA DE POLICARBONATO \nALVEOLAR G...
backend   | 2025-07-14 02:41:06 | SUCCESS  | backend.src.orchestrator.tools.pdf_content:tool_pdf_search:100 - 🟧 [tool_pdf_search] Búsqueda PDF completada. Documentos encontrados: 3
backend   | 2025-07-14 02:41:06 | INFO     | backend.src.orchestrator.settings.agent_settings:_agent_node:116 - 🧠 Nodo Agente: Invocando al LLM...
backend   | 2025-07-14 02:41:11 | SUCCESS  | backend.src.orchestrator.settings.agent_settings:_agent_node:124 - 🤖 LLM respondió. ¿Llamada a herramienta?: No
backend   | 2025-07-14 02:41:11 | SUCCESS  | backend.src.orchestrator.settings.agent_factory:invoke_agent:223 - ✔️ Respuesta generada: 'Gracias por tu consulta. Aquí tienes las dimension…'
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [invoke_agent] Métricas recogidas: tiempo=7.3391s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=362
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/invoke_agent.json
backend   | 2025-07-14 02:41:11 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: invoke_agent. Tiempo: 7.339s, Memoria pico: 175.60MB, Llamadas: 362
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: cosmos_sessions_get_session
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: cosmos_sessions_get_session
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: cosmos_sessions_add_message
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: cosmos_sessions_add_message
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.utils.time_utils:get_colombia_time:32 - 🕐 Hora Colombia obtenida: 2025-07-13T21:41:11.112666-05:00
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [cosmos_sessions_get_session] Métricas recogidas: tiempo=0.0833s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=405
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/cosmos_sessions_get_session.json
backend   | 2025-07-14 02:41:11 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: cosmos_sessions_get_session. Tiempo: 0.083s, Memoria pico: 175.60MB, Llamadas: 405
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.utils.time_utils:get_colombia_time:32 - 🕐 Hora Colombia obtenida: 2025-07-13T21:41:11.195641-05:00
backend   | 2025-07-14 02:41:11 | SUCCESS  | backend.src.routers.chat:process_user_query:112 - ✅ Respuesta construida exitosamente para la sesión sess_1f0df7a9accc42a9d3e3562946042976
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [process_user_query] Métricas recogidas: tiempo=7.5233s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=710
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/process_user_query.json
backend   | 2025-07-14 02:41:11 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: process_user_query. Tiempo: 7.523s, Memoria pico: 175.60MB, Llamadas: 710
backend   | 2025-07-14 02:41:11 | INFO     | backend.src.core.policies:dispatch:65 - ◀️ Respuesta enviada: 200 (tardó 7525.48ms)
backend   |       INFO   172.18.0.1:45320 - "POST /chat/query HTTP/1.1" 200
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [cosmos_sessions_add_message] Métricas recogidas: tiempo=0.0898s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=289
backend   | 2025-07-14 02:41:11 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/cosmos_sessions_add_message.json
backend   | 2025-07-14 02:41:11 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: cosmos_sessions_add_message. Tiempo: 0.090s, Memoria pico: 175.60MB, Llamadas: 289
backend   | 2025-07-14 02:41:53 | INFO     | backend.src.core.policies:dispatch:58 - ▶️ Solicitud recibida: POST /chat/query
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: process_user_query
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: process_user_query
backend   | 2025-07-14 02:41:53 | INFO     | backend.src.routers.chat:process_user_query:55 - 📩 Recibida nueva consulta al chat.
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.routers.chat:process_user_query:56 - Payload recibido: session_id='sess_1f0df7a9accc42a9d3e3562946042976', query='En qué material está hecho el Ajoenchape?'
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.routers.chat:process_user_query:70 - Buscando sesión existente: sess_1f0df7a9accc42a9d3e3562946042976
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: cosmos_sessions_get_session
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: cosmos_sessions_get_session
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [cosmos_sessions_get_session] Métricas recogidas: tiempo=0.0846s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=157
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/cosmos_sessions_get_session.json
backend   | 2025-07-14 02:41:53 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: cosmos_sessions_get_session. Tiempo: 0.085s, Memoria pico: 175.60MB, Llamadas: 157
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.routers.chat:process_user_query:86 - Invocando agente para sesión: sess_1f0df7a9accc42a9d3e3562946042976
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: invoke_agent
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: invoke_agent
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: get_persistent_chat_history
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: get_persistent_chat_history
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: cosmos_sessions_get_session
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: cosmos_sessions_get_session
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: cosmos_sessions_add_message
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: cosmos_sessions_add_message
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.utils.time_utils:get_colombia_time:32 - 🕐 Hora Colombia obtenida: 2025-07-13T21:41:53.517347-05:00
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [cosmos_sessions_get_session] Métricas recogidas: tiempo=0.0840s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=405
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/cosmos_sessions_get_session.json
backend   | 2025-07-14 02:41:53 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: cosmos_sessions_get_session. Tiempo: 0.084s, Memoria pico: 175.60MB, Llamadas: 405
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.orchestrator.settings.agent_factory:get_persistent_chat_history:149 - 📜 Historial convertido (10 mensajes)
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [get_persistent_chat_history] Métricas recogidas: tiempo=0.0857s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=334
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/get_persistent_chat_history.json
backend   | 2025-07-14 02:41:53 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: get_persistent_chat_history. Tiempo: 0.086s, Memoria pico: 175.60MB, Llamadas: 334
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [cosmos_sessions_add_message] Métricas recogidas: tiempo=0.1023s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=281
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/cosmos_sessions_add_message.json
backend   | 2025-07-14 02:41:53 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: cosmos_sessions_add_message. Tiempo: 0.102s, Memoria pico: 175.60MB, Llamadas: 281
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.orchestrator.settings.agent_factory:invoke_agent:199 - 📚 Historial para grafo (10 msgs)
backend   | 2025-07-14 02:41:53 | DEBUG    | backend.src.orchestrator.settings.agent_factory:invoke_agent:203 - 📚 Tipo de consulta: technical
backend   | 2025-07-14 02:41:53 | INFO     | backend.src.orchestrator.settings.agent_factory:invoke_agent:220 - ▶️ Invocando grafo con consulta: 'En qué material está hecho el Ajoenchape?…'
backend   | 2025-07-14 02:41:53 | INFO     | backend.src.orchestrator.settings.agent_settings:_agent_node:116 - 🧠 Nodo Agente: Invocando al LLM...
backend   | 2025-07-14 02:41:54 | SUCCESS  | backend.src.orchestrator.settings.agent_settings:_agent_node:124 - 🤖 LLM respondió. ¿Llamada a herramienta?: Sí
backend   | 2025-07-14 02:41:54 | INFO     | backend.src.orchestrator.settings.agent_settings:_tools_node:190 - 🛠️ Nodo Herramientas: Ejecutando 1 herramienta(s) en paralelo...
backend   | 2025-07-14 02:41:54 | INFO     | backend.src.orchestrator.settings.agent_settings:_run_one_tool:157 - -> Llamando a la herramienta: tool_pdf_search con argumentos: {'query': 'material del Ajoenchape', 'query_type': 'technical', 'n_docs': 1}
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.orchestrator.tools.pdf_content:tool_pdf_search:82 - 🟠 [tool_pdf_search] Tool invocada (búsqueda PDF).
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.orchestrator.tools.pdf_content:tool_pdf_search:88 - 🟧 [tool_pdf_search] Ejecutando búsqueda PDF: 'material del Ajoenchape' [type=technical, n_docs=1]...
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: searchai_hybrid_search
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: searchai_hybrid_search
backend   | 2025-07-14 02:41:54 | INFO     | backend.src.infrastructure.searchai:hybrid_search:240 - 🔎🤖 Ejecutando búsqueda híbrida para consulta (primeros 50 caracteres): 'material del Ajoenchape...'
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:243 - Generando embedding para la consulta...
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: openai_get_text_embedding
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: openai_get_text_embedding
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.infrastructure.openai:get_text_embedding:281 - 📊 Generando embedding para texto (len=23)
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.utils.time_utils:_refill_tokens:211 - 🔄 Bucket 'default' rellenado: 4.00 → 5.00 tokens (+49.38 en 49.38s)
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.utils.time_utils:consume:194 - 🪣 Consumidos 1 tokens del bucket 'default'. Tokens restantes: 4.00
backend   | 2025-07-14 02:41:54 | DEBUG    | backend.src.infrastructure.openai:client:148 - 🔍 Accediendo a cliente de OpenAI
backend   | 2025-07-14 02:41:55 | INFO     | backend.src.infrastructure.openai:get_text_embedding:294 - ✅ Embedding generado (dim=1536)
backend   | 2025-07-14 02:41:55 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [openai_get_text_embedding] Métricas recogidas: tiempo=0.3620s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=7734
backend   | 2025-07-14 02:41:55 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/openai_get_text_embedding.json
backend   | 2025-07-14 02:41:55 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: openai_get_text_embedding. Tiempo: 0.362s, Memoria pico: 175.60MB, Llamadas: 7734
backend   | 2025-07-14 02:41:55 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:245 - Embedding de consulta generado. Longitud: 1536.
backend   | 2025-07-14 02:41:55 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:252 - Configurando búsqueda vectorial con 1 vecinos más cercanos.
backend   | 2025-07-14 02:41:55 | SUCCESS  | backend.src.infrastructure.searchai:hybrid_search:277 - 🔍✅ Búsqueda híbrida completada. Se devolvieron 1 resultados.
backend   | 2025-07-14 02:41:55 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:280 - IDs de resultados obtenidos: ['SPOPYWL-kEvIhLNgkCyDTnluEo5yJ6opmuPAx3Kn']...
backend   | 2025-07-14 02:41:55 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [searchai_hybrid_search] Métricas recogidas: tiempo=0.9818s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=583
backend   | 2025-07-14 02:41:55 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/searchai_hybrid_search.json
backend   | 2025-07-14 02:41:55 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: searchai_hybrid_search. Tiempo: 0.982s, Memoria pico: 175.60MB, Llamadas: 583
backend   | 2025-07-14 02:41:55 | DEBUG    | backend.src.orchestrator.tools.pdf_content:tool_pdf_search:96 - 🟠 [tool_pdf_search] Respuesta raw de SearchAI: [{'content': 'PERFIL AJOZINC LÁMINA \nESPECIFICACI...
backend   | 2025-07-14 02:41:55 | SUCCESS  | backend.src.orchestrator.tools.pdf_content:tool_pdf_search:100 - 🟧 [tool_pdf_search] Búsqueda PDF completada. Documentos encontrados: 1
backend   | 2025-07-14 02:41:55 | INFO     | backend.src.orchestrator.settings.agent_settings:_agent_node:116 - 🧠 Nodo Agente: Invocando al LLM...
backend   | 2025-07-14 02:41:56 | SUCCESS  | backend.src.orchestrator.settings.agent_settings:_agent_node:124 - 🤖 LLM respondió. ¿Llamada a herramienta?: Sí
backend   | 2025-07-14 02:41:56 | INFO     | backend.src.orchestrator.settings.agent_settings:_tools_node:190 - 🛠️ Nodo Herramientas: Ejecutando 1 herramienta(s) en paralelo...
backend   | 2025-07-14 02:41:56 | INFO     | backend.src.orchestrator.settings.agent_settings:_run_one_tool:157 - -> Llamando a la herramienta: tool_pdf_search con argumentos: {'query': 'ajoenchape material', 'query_type': 'technical', 'n_docs': 1}
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.orchestrator.tools.pdf_content:tool_pdf_search:82 - 🟠 [tool_pdf_search] Tool invocada (búsqueda PDF).
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.orchestrator.tools.pdf_content:tool_pdf_search:88 - 🟧 [tool_pdf_search] Ejecutando búsqueda PDF: 'ajoenchape material' [type=technical, n_docs=1]...
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: searchai_hybrid_search
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: searchai_hybrid_search
backend   | 2025-07-14 02:41:56 | INFO     | backend.src.infrastructure.searchai:hybrid_search:240 - 🔎🤖 Ejecutando búsqueda híbrida para consulta (primeros 50 caracteres): 'ajoenchape material...'
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:243 - Generando embedding para la consulta...
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: openai_get_text_embedding
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: openai_get_text_embedding
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.infrastructure.openai:get_text_embedding:281 - 📊 Generando embedding para texto (len=19)
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.utils.time_utils:_refill_tokens:211 - 🔄 Bucket 'default' rellenado: 4.00 → 5.00 tokens (+1.59 en 1.59s)
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.utils.time_utils:consume:194 - 🪣 Consumidos 1 tokens del bucket 'default'. Tokens restantes: 4.00
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.infrastructure.openai:client:148 - 🔍 Accediendo a cliente de OpenAI
backend   | 2025-07-14 02:41:56 | INFO     | backend.src.infrastructure.openai:get_text_embedding:294 - ✅ Embedding generado (dim=1536)
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [openai_get_text_embedding] Métricas recogidas: tiempo=0.1212s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=6723
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/openai_get_text_embedding.json
backend   | 2025-07-14 02:41:56 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: openai_get_text_embedding. Tiempo: 0.121s, Memoria pico: 175.60MB, Llamadas: 6723
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:245 - Embedding de consulta generado. Longitud: 1536.
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:252 - Configurando búsqueda vectorial con 1 vecinos más cercanos.
backend   | 2025-07-14 02:41:56 | SUCCESS  | backend.src.infrastructure.searchai:hybrid_search:277 - 🔍✅ Búsqueda híbrida completada. Se devolvieron 1 resultados.
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.infrastructure.searchai:hybrid_search:280 - IDs de resultados obtenidos: ['JNYbdfpWKomuO6dytK_oykXJn58Bi0Nh0psvnNDO']...
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [searchai_hybrid_search] Métricas recogidas: tiempo=0.2955s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=583
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/searchai_hybrid_search.json
backend   | 2025-07-14 02:41:56 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: searchai_hybrid_search. Tiempo: 0.295s, Memoria pico: 175.60MB, Llamadas: 583
backend   | 2025-07-14 02:41:56 | DEBUG    | backend.src.orchestrator.tools.pdf_content:tool_pdf_search:96 - 🟠 [tool_pdf_search] Respuesta raw de SearchAI: [{'content': 'Nuestros productos cumplen con la le...
backend   | 2025-07-14 02:41:56 | SUCCESS  | backend.src.orchestrator.tools.pdf_content:tool_pdf_search:100 - 🟧 [tool_pdf_search] Búsqueda PDF completada. Documentos encontrados: 1
backend   | 2025-07-14 02:41:56 | INFO     | backend.src.orchestrator.settings.agent_settings:_agent_node:116 - 🧠 Nodo Agente: Invocando al LLM...
backend   | 2025-07-14 02:41:58 | SUCCESS  | backend.src.orchestrator.settings.agent_settings:_agent_node:124 - 🤖 LLM respondió. ¿Llamada a herramienta?: No
backend   | 2025-07-14 02:41:58 | SUCCESS  | backend.src.orchestrator.settings.agent_factory:invoke_agent:223 - ✔️ Respuesta generada: 'Gracias por tu consulta. El **Ajoenchape** está fa…'
backend   | 2025-07-14 02:41:58 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [invoke_agent] Métricas recogidas: tiempo=5.4619s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=362
backend   | 2025-07-14 02:41:58 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/invoke_agent.json
backend   | 2025-07-14 02:41:58 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: invoke_agent. Tiempo: 5.462s, Memoria pico: 175.60MB, Llamadas: 362
backend   | 2025-07-14 02:41:58 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: cosmos_sessions_get_session
backend   | 2025-07-14 02:41:58 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: cosmos_sessions_get_session
backend   | 2025-07-14 02:41:58 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: cosmos_sessions_add_message
backend   | 2025-07-14 02:41:58 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: cosmos_sessions_add_message
backend   | 2025-07-14 02:41:58 | DEBUG    | backend.src.utils.time_utils:get_colombia_time:32 - 🕐 Hora Colombia obtenida: 2025-07-13T21:41:58.979223-05:00
backend   | 2025-07-14 02:41:59 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [cosmos_sessions_get_session] Métricas recogidas: tiempo=0.0827s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=405
backend   | 2025-07-14 02:41:59 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/cosmos_sessions_get_session.json
backend   | 2025-07-14 02:41:59 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: cosmos_sessions_get_session. Tiempo: 0.083s, Memoria pico: 175.60MB, Llamadas: 405
backend   | 2025-07-14 02:41:59 | DEBUG    | backend.src.utils.time_utils:get_colombia_time:32 - 🕐 Hora Colombia obtenida: 2025-07-13T21:41:59.061597-05:00
backend   | 2025-07-14 02:41:59 | SUCCESS  | backend.src.routers.chat:process_user_query:112 - ✅ Respuesta construida exitosamente para la sesión sess_1f0df7a9accc42a9d3e3562946042976
backend   | 2025-07-14 02:41:59 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [process_user_query] Métricas recogidas: tiempo=5.6323s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=710
backend   | 2025-07-14 02:41:59 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/process_user_query.json
backend   | 2025-07-14 02:41:59 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: process_user_query. Tiempo: 5.632s, Memoria pico: 175.60MB, Llamadas: 710
backend   | 2025-07-14 02:41:59 | INFO     | backend.src.core.policies:dispatch:65 - ◀️ Respuesta enviada: 200 (tardó 5634.56ms)
backend   |       INFO   172.18.0.1:49046 - "POST /chat/query HTTP/1.1" 200
backend   | 2025-07-14 02:41:59 | DEBUG    | backend.src.core.profiler:_collect_metrics:205 - [cosmos_sessions_add_message] Métricas recogidas: tiempo=0.0919s, cpu=0.00%, memoria_actual=175.60MB, memoria_pico=175.60MB, llamadas=293
backend   | 2025-07-14 02:41:59 | DEBUG    | backend.src.core.profiler:_write_json:231 - Archivo de métricas guardado: performance/cosmos_sessions_add_message.json
backend   | 2025-07-14 02:41:59 | INFO     | backend.src.core.profiler:profile_async:166 - Profiling asíncrono finalizado para: cosmos_sessions_add_message. Tiempo: 0.092s, Memoria pico: 175.60MB, Llamadas: 293
backend   | 2025-07-14 02:42:14 | INFO     | backend.src.core.policies:dispatch:58 - ▶️ Solicitud recibida: POST /chat/query
backend   | 2025-07-14 02:42:14 | DEBUG    | backend.src.core.profiler:wrapped:317 - Llamada a función async perfilada: process_user_query
backend   | 2025-07-14 02:42:14 | DEBUG    | backend.src.core.profiler:profile_async:138 - Profiling asíncrono iniciado para: process_user_query
backend   | 2025-07-14 02:42:14 | INFO     | backend.src.routers.chat:process_user_query:55 - 📩 Recibida nueva consulta al chat.
